"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
7,"Midwest","Ohio",49660,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Midwest","Ohio",49660,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
7,"Midwest","Ohio",49660,17,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Other services"
7,"Midwest","Ohio",49660,20,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Construction"
4,"Midwest","Ohio",17140,49,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",17140,45,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",17140,4,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",17140,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",17140,64,"Divorced","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",17140,30,"Separated","Male","High school","Black",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",17140,85,"Divorced","Female","Doctorate degree","Black",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,73,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,72,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,29,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",17140,26,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Midwest","Ohio",17140,49,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",10420,28,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",10420,28,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",49660,71,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",49660,72,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
5,"Midwest","Ohio",18140,47,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",18140,41,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
5,"Midwest","Ohio",18140,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",18140,2,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",18140,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Midwest","Ohio",17460,77,"Divorced","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17460,23,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",17460,22,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",10420,85,"Widowed","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",10420,60,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",15940,63,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",15940,56,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",18140,26,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",18140,65,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Midwest","Ohio",17460,30,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Construction"
2,"Midwest","Ohio",10420,71,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",10420,67,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",45780,63,"Widowed","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",45780,85,"Widowed","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",45780,64,"Separated","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",45780,29,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Unemployed","Educational and health services"
3,"Midwest","Ohio",45780,31,"Never Married","Female","High school","Black",0,57,"Citizen, Native","Unemployed","Educational and health services"
2,"Midwest","Ohio",17460,26,"Never Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",17460,25,"Never Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
4,"Midwest","Ohio",17460,49,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",17460,54,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",17460,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",17460,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",17460,56,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",17460,52,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Midwest","Ohio",17460,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",19380,55,"Divorced","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Other services"
3,"Midwest","Ohio",19380,25,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
3,"Midwest","Ohio",19380,26,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Midwest","Ohio",10420,31,"Never Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",19380,28,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"Midwest","Ohio",19380,27,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"Midwest","Ohio",19380,61,"Never Married","Female","Associate degree","White",0,57,"Citizen, Native","Disabled",NA
1,"Midwest","Ohio",19380,33,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",17460,80,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17460,85,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",19380,47,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",19380,58,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
2,"Midwest","Ohio",17140,54,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",17140,55,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",10420,66,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",10420,67,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
5,"Midwest","Ohio",18140,40,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",18140,9,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",18140,12,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",18140,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",18140,19,"Never Married","Male","High school","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
1,"Midwest","Ohio",17140,28,"Never Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Other services"
3,"Midwest","Ohio",17460,38,"Divorced","Female","Master's degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17460,13,NA,"Female",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",17460,42,"Divorced","Male","Associate degree","Black",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",17140,49,"Married","Female","High school","Black",0,57,"Citizen, Native","Employed","Transportation and utilities"
4,"Midwest","Ohio",17140,15,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Unemployed",NA
4,"Midwest","Ohio",17140,16,"Never Married","Male","No high school diploma","Black",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",17140,17,"Never Married","Male","No high school diploma","Black",0,57,"Citizen, Native","Employed","Leisure and hospitality"
1,"Midwest","Ohio",19380,62,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
6,"Midwest","Ohio",19380,37,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
6,"Midwest","Ohio",19380,37,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Other services"
6,"Midwest","Ohio",19380,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",19380,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",19380,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",19380,18,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",19380,41,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",19380,32,"Married","Male","High school","White",0,110,"Non-Citizen","Not in Labor Force",NA
1,"Midwest","Ohio",17460,70,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17460,63,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",17460,65,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
4,"Midwest","Ohio",18140,43,"Married","Female","Bachelor's degree","Pacific Islander",0,233,"Citizen, Naturalized","Employed","Other services"
4,"Midwest","Ohio",18140,44,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Trade"
4,"Midwest","Ohio",18140,10,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,10,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",15940,43,"Never Married","Female","Associate degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",15940,15,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",15940,24,"Never Married","Male","High school","Black",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",18140,72,"Divorced","Female","Master's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",18140,71,"Divorced","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",49660,69,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",49660,59,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Midwest","Ohio",17460,80,"Widowed","Female","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Midwest","Ohio",17460,71,"Widowed","Female","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Midwest","Ohio",17140,37,"Separated","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17460,53,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
3,"Midwest","Ohio",17460,56,"Married","Male","High school","White",0,110,"Non-Citizen","Employed","Construction"
3,"Midwest","Ohio",17460,26,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
2,"Midwest","Ohio",17140,58,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",17140,59,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",19380,49,"Married","Male","High school","Black",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",19380,45,"Married","Female","High school","Black",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",45780,61,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",45780,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",17140,61,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",17140,61,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Unemployed","Professional and business services"
3,"Midwest","Ohio",18140,29,"Never Married","Male","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Midwest","Ohio",18140,24,"Separated","Female","Associate degree","Black",0,57,"Citizen, Native","Employed","Public administration"
3,"Midwest","Ohio",18140,26,"Never Married","Female","High school","Black",0,57,"Citizen, Native","Unemployed","Leisure and hospitality"
2,"Midwest","Ohio",19380,59,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",19380,57,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
5,"Midwest","Ohio",18140,46,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Disabled",NA
5,"Midwest","Ohio",18140,40,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
5,"Midwest","Ohio",18140,5,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",18140,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",18140,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",10420,51,"Divorced","Male","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",10420,8,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",17460,39,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",17460,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",17460,15,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",17460,17,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",17460,32,"Never Married","Female","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Trade"
3,"Midwest","Ohio",17460,10,NA,"Male",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",17460,15,"Never Married","Male","No high school diploma","Black",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",17460,62,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
